date,produit,quantité,prix_unitaire,client_id
2023-12-02,Souris,1,1038.19,198
2023-04-14,Imprimante,4,603.21,73
2023-11-13,Casque,3,91.04,321
2023-04-05,Smartphone,3,611.5,397
2023-09-25,Écran,3,582.92,51
2023-12-17,Imprimante,3,507.2,226
2023-06-25,Ordinateur,2,81.33,453
2023-06-07,Casque,3,512.21,350
2023-04-17,Souris,1,578.29,207
2023-10-11,Ordinateur,3,1173.83,46
2023-09-14,Clavier,2,368.0,17
2023-10-28,Imprimante,3,1039.29,365
2023-02-23,Clavier,4,1047.93,72
2023-06-23,Smartphone,4,181.87,28
2023-09-19,Écran,1,659.88,219
2023-12-27,Ordinateur,1,37.6,249
2023-03-15,Imprimante,2,1030.98,213
2023-01-24,Imprimante,3,470.33,188
2023-12-19,Casque,1,1097.22,127
2023-05-23,Smartphone,3,1364.29,236
2023-08-21,Écran,3,1154.01,202
2023-07-29,Casque,4,1111.01,297
2023-08-12,Clavier,2,745.81,22
2023-05-17,Smartphone,1,1399.29,308
2023-06-08,Casque,1,1279.81,478
2023-04-16,Souris,4,781.18,468
2023-07-20,Ordinateur,1,752.77,219
2023-03-31,Imprimante,2,187.99,419
2023-12-19,Smartphone,2,599.78,20
2023-06-09,Ordinateur,1,587.1,474
2023-01-18,Souris,2,1206.31,140
2023-02-03,Écran,3,217.86,27
2023-04-12,Clavier,3,880.82,141
2023-06-02,Casque,1,138.15,129
2023-02-09,Imprimante,1,1058.1,407
2023-02-15,Casque,2,257.95,13
2023-01-01,Souris,1,725.26,403
2023-04-11,Imprimante,3,458.65,222
2023-06-22,Imprimante,2,1371.63,172
2023-03-20,Imprimante,3,78.05,50
2023-07-02,Clavier,4,41.05,303
2023-02-11,Souris,4,1484.93,305
2023-06-02,Écran,4,30.97,213
2023-08-09,Souris,1,55.9,91
2023-07-31,Écran,1,715.75,307
2023-11-17,Imprimante,2,924.36,347
2023-05-20,Casque,1,967.88,366
2023-12-29,Casque,4,148.5,7
2023-03-15,Smartphone,4,47.0,42
2023-03-11,Écran,2,1221.45,483
2023-11-04,Écran,2,1278.33,153
2023-05-07,Clavier,2,269.19,99
2023-03-06,Clavier,3,858.39,76
2023-01-04,Casque,4,1257.25,386
2023-12-30,Clavier,4,249.42,156
2023-09-20,Écran,2,988.02,469
2023-12-02,Casque,1,787.87,119
2023-01-07,Clavier,4,45.39,18
2023-04-28,Ordinateur,1,137.03,459
2023-04-14,Imprimante,1,79.05,174
2023-03-11,Ordinateur,4,943.7,153
2023-09-06,Clavier,4,259.41,168
2023-05-13,Smartphone,2,1411.78,54
2023-09-19,Clavier,1,357.9,494
2023-03-15,Clavier,4,1182.2,110
2023-03-04,Ordinateur,1,264.45,363
2023-01-18,Écran,4,1351.61,135
2023-04-04,Ordinateur,3,120.15,284
2023-04-09,Souris,2,1021.38,415
2023-12-24,Écran,3,1255.69,258
2023-04-02,Ordinateur,1,921.74,128
2023-07-19,Casque,4,697.51,391
2023-08-19,Smartphone,3,1006.7,475
2023-04-26,Smartphone,3,1116.22,348
2023-05-08,Casque,1,942.18,122
2023-10-22,Casque,2,171.63,173
2023-12-27,Souris,4,140.8,298
2023-08-05,Casque,3,152.6,304
2023-02-01,Ordinateur,2,422.5,102
2023-12-27,Écran,3,982.48,403
2023-04-15,Souris,3,547.99,113
2023-07-29,Imprimante,3,501.79,14
2023-04-17,Smartphone,3,489.52,425
2023-07-20,Écran,4,796.07,277
2023-03-19,Écran,1,51.85,47
2023-05-08,Écran,4,1392.68,408
2023-10-08,Casque,3,1249.52,363
2023-09-19,Écran,2,244.23,347
2023-12-30,Écran,3,1034.73,8
2023-12-28,Smartphone,3,357.68,145
2023-11-17,Clavier,2,577.18,99
2023-08-17,Casque,1,1416.03,283
2023-10-28,Clavier,2,1317.85,490
2023-12-05,Ordinateur,1,1052.58,331
2023-11-03,Smartphone,2,593.9,114
2023-02-23,Écran,2,450.36,243
2023-10-29,Écran,1,718.47,191
2023-06-02,Casque,4,342.88,116
2023-04-03,Écran,1,1364.63,369
2023-05-31,Ordinateur,4,917.8,312
2023-12-13,Ordinateur,3,845.44,371
2023-06-16,Casque,2,631.36,342
2023-04-23,Smartphone,3,913.85,64
2023-04-04,Clavier,4,1183.54,279
2023-06-28,Clavier,1,1414.95,136
2023-05-06,Souris,3,1381.82,31
2023-10-07,Clavier,1,102.56,224
2023-05-11,Souris,3,635.73,153
2023-02-11,Ordinateur,2,632.58,266
2023-02-07,Ordinateur,4,1039.65,461
2023-08-23,Ordinateur,3,1323.81,459
2023-04-07,Clavier,3,552.78,477
2023-09-28,Ordinateur,3,181.62,68
2023-04-17,Ordinateur,1,1101.17,317
2023-08-19,Imprimante,4,1038.48,152
2023-01-26,Smartphone,1,975.25,41
2023-05-30,Clavier,1,845.0,136
2023-12-08,Souris,1,841.53,305
2023-02-09,Écran,4,1266.55,295
2023-11-10,Smartphone,4,1143.95,210
2023-03-10,Smartphone,4,20.34,92
2023-08-21,Souris,3,974.51,193
2023-02-25,Écran,3,19.7,44
2023-12-18,Clavier,1,1040.69,266
2023-06-18,Imprimante,2,792.33,445
2023-01-08,Casque,3,1073.34,270
2023-10-09,Imprimante,1,221.79,171
2023-03-15,Écran,4,998.1,128
2023-07-07,Ordinateur,4,519.1,492
2023-06-14,Souris,3,604.36,140
2023-08-05,Casque,2,247.52,272
2023-05-24,Smartphone,2,483.71,289
2023-07-26,Smartphone,4,1170.3,181
2023-12-05,Ordinateur,4,680.42,383
2023-08-14,Casque,1,1040.4,151
2023-07-12,Souris,2,1150.86,267
2023-09-15,Souris,4,246.32,26
2023-06-08,Ordinateur,4,889.18,71
2023-01-22,Écran,4,693.77,358
2023-02-23,Imprimante,3,929.54,452
2023-10-19,Écran,4,669.75,391
2023-07-31,Clavier,4,818.97,85
2023-04-05,Imprimante,2,1427.85,217
2023-10-07,Smartphone,1,942.55,491
2023-03-22,Imprimante,4,727.13,360
2023-10-05,Écran,2,23.45,48
2023-01-03,Écran,2,1298.47,277
2023-05-29,Smartphone,2,1198.06,203
2023-02-14,Clavier,1,20.31,443
2023-07-16,Souris,2,501.85,263
2023-06-01,Écran,3,1069.79,153
2023-12-01,Imprimante,3,668.77,56
2023-07-16,Casque,1,1084.04,157
2023-11-01,Imprimante,1,988.32,6
2023-05-16,Imprimante,3,1163.37,346
2023-04-02,Écran,3,382.16,309
2023-08-02,Écran,2,1430.71,31
2023-06-07,Clavier,2,291.58,412
2023-01-26,Ordinateur,2,1441.29,260
2023-02-26,Smartphone,4,942.47,474
2023-08-15,Imprimante,1,33.08,237
2023-12-23,Ordinateur,4,1006.91,225
2023-08-12,Écran,3,1197.35,388
2023-02-01,Imprimante,2,218.69,442
2023-04-25,Casque,4,1270.73,437
2023-09-28,Casque,1,488.33,327
2023-05-03,Écran,4,142.61,87
2023-07-15,Écran,4,168.31,338
2023-11-20,Écran,4,840.69,15
2023-05-25,Souris,4,233.5,464
2023-05-12,Smartphone,4,738.48,482
2023-02-16,Écran,4,1472.68,26
2023-04-14,Souris,4,799.16,38
2023-01-25,Clavier,1,160.2,473
2023-11-10,Smartphone,4,906.92,10
2023-03-11,Écran,4,854.28,421
2023-11-23,Casque,4,359.24,255
2023-10-15,Clavier,1,1143.84,434
2023-07-23,Imprimante,2,400.13,362
2023-03-03,Smartphone,3,1009.21,261
2023-09-10,Écran,1,823.77,228
2023-07-16,Ordinateur,3,859.76,268
2023-09-06,Ordinateur,4,235.58,104
2023-08-04,Casque,2,357.45,474
2023-07-09,Écran,3,1369.67,318
2023-05-27,Souris,2,1062.4,419
2023-05-19,Clavier,2,200.73,462
2023-07-30,Smartphone,1,333.52,121
2023-03-25,Écran,2,340.27,20
2023-05-08,Casque,2,683.56,39
2023-11-13,Ordinateur,4,395.36,421
2023-01-15,Ordinateur,2,159.32,149
2023-01-06,Souris,1,1123.01,145
2023-06-14,Clavier,2,695.4,214
2023-06-26,Clavier,3,223.97,78
2023-02-26,Clavier,1,1496.82,351
2023-06-19,Smartphone,4,41.52,225
2023-11-02,Smartphone,3,881.6,467
2023-10-17,Souris,1,906.38,416
2023-11-05,Smartphone,2,317.79,429
2023-05-01,Imprimante,3,1299.84,325
2023-09-01,Souris,1,328.19,490
2023-09-11,Souris,4,207.67,482
2023-07-31,Clavier,1,804.61,387
2023-07-27,Smartphone,2,572.03,380
2023-03-13,Clavier,4,152.94,27
2023-11-30,Smartphone,4,643.87,267
2023-09-01,Souris,3,1036.56,199
2023-05-26,Clavier,2,1062.84,159
2023-11-13,Imprimante,1,86.47,62
2023-10-19,Souris,3,1019.08,411
2023-07-18,Souris,3,982.51,407
2023-04-22,Imprimante,1,682.68,233
2023-02-10,Clavier,1,205.28,260
2023-12-29,Souris,1,668.33,417
2023-07-14,Écran,2,298.79,255
2023-04-01,Imprimante,4,1003.22,367
2023-06-24,Casque,1,167.84,336
2023-12-28,Imprimante,3,1219.95,144
2023-10-05,Smartphone,2,186.69,475
2023-09-08,Ordinateur,3,814.7,402
2023-01-21,Écran,1,787.84,240
2023-03-07,Écran,3,1290.78,341
2023-11-14,Casque,3,919.49,161
2023-10-25,Souris,4,1041.13,446
2023-11-16,Clavier,2,1220.36,281
2023-02-26,Imprimante,2,771.7,388
2023-03-20,Casque,1,583.43,227
2023-11-17,Souris,1,434.16,290
2023-09-17,Imprimante,4,738.06,143
2023-11-24,Écran,3,1200.72,379
2023-05-21,Imprimante,2,861.4,214
2023-01-14,Écran,2,741.14,147
2023-12-28,Smartphone,4,826.31,337
2023-04-04,Écran,3,369.65,146
2023-01-20,Clavier,2,1141.71,162
2023-05-13,Imprimante,2,790.97,261
2023-07-12,Casque,2,1098.85,247
2023-07-08,Smartphone,1,263.16,291
2023-02-19,Écran,1,1388.88,187
2023-10-29,Casque,4,313.25,261
2023-08-18,Clavier,3,1223.62,360
2023-09-15,Écran,4,1360.67,292
2023-12-04,Imprimante,4,655.79,168
2023-10-10,Souris,4,805.83,330
2023-08-05,Souris,1,297.94,138
2023-06-28,Imprimante,4,1003.87,235
2023-05-15,Ordinateur,4,379.89,489
2023-07-15,Imprimante,3,210.68,77
2023-08-06,Imprimante,3,1495.52,120
2023-06-10,Ordinateur,3,1458.58,484
2023-03-18,Ordinateur,1,350.26,477
2023-01-05,Smartphone,2,213.95,50
2023-02-15,Clavier,3,346.72,355
2023-09-06,Souris,2,304.5,113
2023-06-25,Casque,4,1069.57,165
2023-12-13,Souris,4,235.42,472
2023-02-01,Souris,2,1081.82,93
2023-03-25,Ordinateur,2,511.68,412
2023-05-14,Clavier,1,310.86,416
2023-07-24,Souris,2,904.36,166
2023-01-18,Souris,2,1374.34,372
2023-05-31,Imprimante,3,506.88,455
2023-08-11,Smartphone,1,16.73,94
2023-02-26,Clavier,2,1271.66,67
2023-12-25,Clavier,1,208.95,15
2023-11-30,Souris,1,59.91,336
2023-03-31,Ordinateur,1,497.96,90
2023-09-12,Smartphone,4,1290.0,4
2023-06-21,Smartphone,3,848.25,148
2023-12-27,Souris,3,603.59,271
2023-06-11,Smartphone,4,1162.1,183
2023-06-18,Ordinateur,3,1191.29,263
2023-12-26,Smartphone,3,737.05,45
2023-06-25,Smartphone,4,1112.59,408
2023-08-19,Écran,1,37.66,312
2023-10-31,Ordinateur,3,43.04,250
2023-08-07,Clavier,3,400.18,267
2023-05-25,Clavier,4,1138.15,436
2023-11-13,Souris,1,1163.17,181
2023-01-27,Écran,3,1097.42,304
2023-05-03,Clavier,1,1413.53,433
2023-05-12,Souris,1,574.39,8
2023-05-26,Smartphone,1,760.9,361
2023-07-02,Smartphone,3,1135.44,283
2023-04-12,Écran,2,139.07,201
2023-03-04,Souris,4,1357.61,481
2023-11-29,Clavier,1,344.54,489
2023-06-14,Clavier,3,1312.25,30
2023-02-23,Casque,3,1285.21,18
2023-03-13,Ordinateur,3,1095.29,46
2023-05-04,Clavier,2,310.32,209
2023-09-25,Smartphone,4,693.48,361
2023-10-10,Smartphone,4,209.51,52
2023-10-02,Clavier,2,510.82,329
2023-01-27,Écran,2,794.97,421
2023-02-02,Imprimante,4,121.38,456
2023-01-05,Casque,3,972.75,145
2023-05-17,Ordinateur,3,122.81,456
2023-01-28,Imprimante,1,140.19,178
2023-01-26,Souris,3,855.67,147
2023-03-22,Casque,4,850.26,36
2023-10-25,Imprimante,2,1448.49,265
2023-08-23,Imprimante,2,1140.64,469
2023-09-19,Clavier,4,878.9,66
2023-11-10,Smartphone,2,570.45,482
2023-03-07,Souris,3,196.49,356
2023-02-26,Souris,2,962.16,110
2023-02-20,Imprimante,4,456.38,37
2023-07-06,Imprimante,1,1221.74,222
2023-07-16,Imprimante,4,1080.12,11
2023-06-08,Écran,3,910.05,11
2023-10-10,Souris,2,277.9,464
2023-08-30,Casque,2,1394.81,497
2023-09-09,Écran,4,1463.17,424
2023-04-04,Smartphone,1,33.01,104
2023-06-30,Smartphone,4,1451.5,157
2023-01-13,Imprimante,2,423.26,344
2023-12-30,Ordinateur,2,1445.39,164
2023-11-07,Casque,1,540.6,8
2023-11-19,Écran,4,420.04,121
2023-11-15,Casque,2,520.82,251
2023-05-12,Smartphone,3,1341.18,144
2023-06-03,Smartphone,4,304.38,110
2023-12-03,Souris,3,400.2,442
2023-07-31,Imprimante,4,227.42,399
2023-03-25,Écran,3,210.95,246
2023-02-16,Souris,2,1285.22,134
2023-06-26,Souris,3,420.09,76
2023-01-10,Écran,4,124.82,82
2023-02-23,Souris,1,1076.54,313
2023-08-08,Écran,1,220.17,247
2023-10-25,Écran,4,1191.19,10
2023-08-08,Ordinateur,4,1357.66,481
2023-04-01,Écran,2,528.29,474
2023-04-11,Souris,1,976.51,109
2023-09-05,Casque,2,271.76,105
2023-09-30,Écran,4,1085.42,194
2023-04-30,Imprimante,2,1323.89,268
2023-12-16,Imprimante,1,534.59,474
2023-04-05,Smartphone,1,1292.06,111
2023-12-11,Casque,3,863.47,280
2023-06-17,Ordinateur,4,221.97,401
2023-05-09,Casque,4,156.23,20
2023-08-31,Ordinateur,4,852.23,361
2023-05-13,Écran,4,231.03,220
2023-01-14,Casque,1,762.37,162
2023-09-17,Souris,4,172.98,360
2023-08-27,Smartphone,4,1154.78,488
2023-08-25,Souris,2,574.18,12
2023-04-30,Écran,2,640.99,330
2023-06-10,Smartphone,1,216.34,419
2023-03-28,Casque,2,484.47,115
2023-05-14,Ordinateur,1,627.43,242
2023-03-14,Ordinateur,3,1407.41,499
2023-12-23,Ordinateur,3,1113.82,322
2023-10-14,Souris,2,342.05,111
2023-04-21,Smartphone,4,1091.28,315
2023-02-17,Smartphone,2,1445.31,339
2023-02-20,Clavier,4,266.7,91
2023-03-02,Smartphone,4,579.51,131
2023-06-30,Imprimante,3,246.02,232
2023-03-21,Imprimante,4,1248.77,107
2023-11-18,Casque,3,1315.15,70
2023-08-12,Imprimante,3,638.94,378
2023-01-10,Écran,1,634.52,428
2023-03-12,Imprimante,2,1432.45,178
2023-04-11,Casque,4,924.84,355
2023-03-05,Smartphone,4,924.49,33
2023-01-08,Clavier,3,585.08,110
2023-02-18,Casque,4,906.77,276
2023-11-01,Imprimante,2,1425.75,301
2023-06-11,Écran,3,636.23,396
2023-01-18,Imprimante,4,403.51,242
2023-04-03,Ordinateur,1,496.33,457
2023-11-15,Ordinateur,3,985.44,362
2023-06-27,Écran,1,857.43,106
2023-12-21,Écran,3,931.65,391
2023-07-25,Smartphone,2,1244.4,17
2023-08-28,Smartphone,1,510.7,406
2023-04-08,Souris,1,1108.31,249
2023-07-06,Souris,4,759.22,326
2023-08-30,Clavier,3,1294.76,204
2023-04-26,Écran,3,524.07,438
2023-06-11,Smartphone,4,40.72,345
2023-05-28,Ordinateur,3,1078.2,487
2023-03-05,Casque,4,905.26,312
2023-01-06,Imprimante,3,962.37,152
2023-07-01,Ordinateur,4,809.19,169
2023-04-16,Souris,3,648.75,496
2023-07-03,Souris,3,292.12,412
2023-09-05,Ordinateur,1,1307.58,26
2023-11-03,Ordinateur,4,1402.76,223
2023-01-27,Écran,4,1416.56,78
2023-11-27,Imprimante,4,351.98,454
2023-08-28,Clavier,2,148.81,63
2023-08-25,Clavier,1,412.99,483
2023-06-22,Clavier,1,1089.61,142
2023-07-10,Souris,2,428.06,71
2023-06-16,Casque,3,10.32,47
2023-11-08,Souris,2,1095.57,485
2023-03-28,Imprimante,2,55.33,322
2023-02-19,Imprimante,4,1226.64,454
2023-09-25,Clavier,1,1171.69,273
2023-10-09,Clavier,4,140.92,101
2023-05-05,Souris,4,1040.35,285
2023-10-14,Imprimante,2,632.45,200
2023-07-05,Ordinateur,1,912.45,160
2023-11-04,Smartphone,4,1202.33,499
2023-09-17,Imprimante,1,497.16,459
2023-08-09,Ordinateur,3,1242.42,217
2023-08-01,Clavier,4,921.18,54
2023-03-23,Clavier,2,1201.72,420
2023-05-27,Ordinateur,2,1172.04,221
2023-01-02,Smartphone,3,182.71,300
2023-08-29,Casque,3,1395.38,254
2023-09-23,Imprimante,4,577.06,239
2023-12-06,Smartphone,1,581.31,94
2023-12-20,Smartphone,4,972.38,114
2023-03-22,Écran,1,469.66,67
2023-03-09,Casque,1,640.04,341
2023-08-17,Souris,1,619.83,37
2023-03-28,Imprimante,3,903.06,250
2023-04-25,Ordinateur,1,1362.3,406
2023-05-27,Smartphone,2,314.0,371
2023-06-14,Ordinateur,3,958.45,451
2023-10-18,Casque,1,1342.63,145
2023-03-23,Écran,4,1225.49,397
2023-02-24,Casque,2,1070.33,451
2023-11-19,Écran,1,208.91,125
2023-08-07,Casque,1,1274.22,433
2023-10-01,Souris,1,1056.2,108
2023-04-05,Imprimante,3,399.71,77
2023-11-24,Souris,3,1104.74,416
2023-06-02,Souris,1,831.66,235
2023-12-02,Smartphone,4,1189.37,34
2023-03-22,Ordinateur,4,1247.09,440
2023-10-10,Souris,1,393.16,263
2023-05-28,Souris,4,453.96,225
2023-12-02,Imprimante,2,637.64,317
2023-01-27,Souris,4,1133.61,101
2023-09-14,Imprimante,3,1447.77,47
2023-06-25,Clavier,2,1043.38,471
2023-05-30,Clavier,2,499.79,455
2023-09-25,Smartphone,4,532.51,159
2023-02-07,Souris,4,460.83,125
2023-01-03,Écran,1,776.83,259
2023-04-12,Casque,3,1302.72,327
2023-01-01,Casque,1,706.07,89
2023-05-07,Smartphone,4,442.72,174
2023-09-16,Casque,1,1291.04,445
2023-03-09,Smartphone,4,903.09,442
2023-07-24,Smartphone,2,834.93,212
2023-12-18,Casque,1,1055.28,478
2023-11-22,Ordinateur,2,1026.37,465
2023-11-23,Casque,4,854.77,261
2023-05-15,Smartphone,3,1321.32,99
2023-11-13,Souris,1,860.33,295
2023-03-21,Ordinateur,2,570.19,465
2023-06-18,Casque,1,1016.24,266
2023-11-04,Souris,3,320.07,126
2023-06-29,Écran,4,514.75,335
2023-01-14,Souris,3,921.35,239
2023-11-13,Écran,1,372.04,467
2023-12-03,Écran,3,291.89,315
2023-08-04,Imprimante,4,794.45,90
2023-10-13,Écran,1,148.05,279
2023-09-01,Casque,3,521.24,186
2023-03-10,Ordinateur,3,668.64,316
2023-01-22,Souris,4,625.75,421
2023-10-27,Clavier,4,493.08,271
2023-06-02,Écran,3,1101.44,489
2023-07-29,Smartphone,4,606.08,394
2023-03-22,Smartphone,4,43.56,52
2023-01-26,Smartphone,3,368.94,239
2023-05-31,Clavier,2,452.68,274
2023-11-29,Casque,4,671.02,34
2023-07-01,Casque,2,613.83,366
2023-03-17,Écran,2,615.83,54
2023-10-02,Clavier,2,658.58,372
2023-03-10,Souris,3,1299.09,288
2023-11-16,Imprimante,2,1335.74,341
2023-02-16,Écran,2,731.6,490
2023-10-29,Clavier,3,170.39,255
2023-08-16,Imprimante,3,334.0,123
2023-06-14,Souris,3,11.43,229
2023-08-21,Clavier,1,1407.84,345
2023-11-23,Ordinateur,2,630.82,222
2023-10-14,Ordinateur,2,1329.72,262
2023-10-19,Imprimante,3,711.85,306
2023-12-17,Smartphone,4,1175.83,242
2023-06-01,Souris,1,412.25,404
2023-05-17,Clavier,3,144.37,480
2023-06-25,Clavier,1,1407.5,225
2023-03-18,Écran,4,1000.21,181
2023-06-02,Smartphone,2,988.08,87
2023-10-15,Ordinateur,4,1263.18,151
2023-07-12,Écran,3,804.5,222
2023-07-21,Casque,4,416.28,299
2023-04-06,Smartphone,4,1056.25,333
2023-08-04,Ordinateur,2,610.12,342
2023-10-13,Clavier,2,499.73,18
2023-05-01,Clavier,1,1216.76,62
2023-09-16,Clavier,2,812.51,290
2023-03-13,Imprimante,2,992.9,394
2023-03-12,Imprimante,3,367.77,495
2023-11-08,Écran,1,771.04,62
2023-12-30,Clavier,2,838.19,256
2023-02-08,Casque,3,806.87,257
2023-12-11,Souris,4,1196.35,283
2023-04-07,Smartphone,2,774.51,119
2023-07-28,Ordinateur,3,125.21,84
2023-11-23,Écran,2,34.94,338
2023-08-17,Écran,4,208.18,150
2023-05-21,Imprimante,2,919.09,28
2023-01-01,Écran,3,1323.15,308
2023-03-31,Casque,3,907.29,155
2023-11-03,Casque,2,1296.12,68
2023-07-14,Ordinateur,2,905.37,18
2023-11-10,Écran,2,348.91,274
2023-12-25,Smartphone,4,1376.43,443
2023-04-27,Souris,1,610.95,55
2023-02-18,Écran,2,218.97,91
2023-03-26,Clavier,1,1465.81,448
2023-11-11,Écran,1,963.83,180
2023-10-24,Smartphone,4,440.56,253
2023-09-03,Clavier,3,128.69,347
2023-12-09,Clavier,2,1202.07,465
2023-08-19,Écran,2,257.27,468
2023-12-22,Smartphone,2,224.82,171
2023-01-15,Imprimante,2,1175.68,453
2023-03-20,Casque,1,528.47,493
2023-05-16,Ordinateur,4,1117.99,204
2023-05-20,Imprimante,2,1136.68,182
2023-09-16,Souris,2,1329.7,299
2023-06-07,Ordinateur,1,239.59,478
2023-03-23,Smartphone,1,426.36,53
2023-12-12,Clavier,1,346.9,300
2023-08-20,Clavier,3,918.6,297
2023-09-25,Ordinateur,2,144.28,414
2023-12-13,Smartphone,3,1193.19,76
2023-12-11,Imprimante,3,659.99,115
2023-11-28,Casque,4,589.69,164
2023-09-16,Souris,1,130.52,4
2023-07-12,Casque,4,1205.0,117
2023-11-06,Smartphone,2,225.28,297
2023-02-28,Clavier,4,753.49,481
2023-02-20,Smartphone,4,229.1,127
2023-03-04,Souris,1,947.86,454
2023-07-31,Souris,2,1445.05,437
2023-10-25,Ordinateur,1,1147.19,64
2023-05-21,Ordinateur,1,456.2,34
2023-10-16,Casque,3,622.67,4
2023-11-03,Ordinateur,3,352.43,330
2023-12-20,Ordinateur,2,759.15,211
2023-12-29,Écran,3,890.84,222
2023-10-13,Ordinateur,3,1215.53,323
2023-06-02,Souris,1,162.7,424
2023-02-26,Clavier,4,695.13,88
2023-11-24,Ordinateur,1,114.66,238
2023-01-25,Ordinateur,4,524.71,216
2023-10-19,Casque,1,202.81,483
2023-08-07,Casque,4,1189.87,156
2023-06-04,Écran,2,791.05,483
2023-01-07,Smartphone,1,848.85,17
2023-10-05,Clavier,2,1215.31,429
2023-06-11,Écran,4,725.67,89
2023-12-25,Clavier,1,929.86,212
2023-02-05,Clavier,3,1298.46,226
2023-03-06,Clavier,1,336.01,356
2023-10-11,Clavier,3,1206.7,193
2023-05-11,Casque,1,200.36,441
2023-07-24,Clavier,4,1009.67,76
2023-07-19,Smartphone,4,1489.26,193
2023-04-17,Casque,4,758.79,129
2023-04-04,Imprimante,3,1291.56,288
2023-01-30,Imprimante,3,1015.04,40
2023-12-19,Ordinateur,4,1496.86,326
2023-01-16,Écran,1,39.52,24
2023-01-22,Imprimante,2,364.21,33
2023-06-30,Souris,1,916.41,432
2023-10-10,Clavier,1,352.9,41
2023-04-22,Écran,1,493.37,46
2023-06-12,Casque,1,49.87,185
2023-07-30,Écran,1,1200.44,347
2023-02-25,Écran,3,1451.42,411
2023-07-07,Casque,4,1090.54,117
2023-04-06,Imprimante,1,944.64,170
2023-04-30,Casque,4,529.7,235
2023-10-21,Ordinateur,1,1219.87,387
2023-03-21,Clavier,1,740.65,80
2023-12-16,Souris,1,1385.96,242
2023-09-29,Casque,3,1290.37,458
2023-11-27,Souris,2,1223.19,313
2023-04-14,Casque,4,754.73,21
2023-05-02,Souris,2,1446.72,93
2023-12-18,Écran,3,703.88,398
2023-09-11,Ordinateur,1,1434.82,149
2023-08-28,Casque,3,1269.17,157
2023-03-14,Casque,4,395.94,315
2023-09-19,Imprimante,2,22.15,320
2023-09-11,Écran,3,144.06,463
2023-11-21,Ordinateur,3,970.95,224
2023-03-27,Écran,1,1377.05,26
2023-03-06,Souris,4,1090.79,446
2023-09-26,Clavier,4,483.49,6
2023-06-06,Souris,1,784.95,498
2023-01-14,Écran,2,518.59,286
2023-07-23,Écran,3,735.59,90
2023-08-14,Smartphone,4,1429.0,260
2023-08-14,Souris,3,1315.32,412
2023-05-10,Souris,2,591.41,204
2023-05-31,Écran,1,237.32,353
2023-10-15,Smartphone,2,135.06,479
2023-02-01,Ordinateur,1,705.34,35
2023-09-25,Ordinateur,4,370.98,82
2023-05-21,Ordinateur,2,614.9,416
2023-08-01,Écran,3,463.65,448
2023-08-11,Smartphone,2,81.33,446
2023-05-21,Casque,1,1408.28,407
2023-07-28,Imprimante,4,1118.09,61
2023-02-10,Ordinateur,2,258.72,243
2023-12-18,Imprimante,1,231.03,309
2023-06-12,Ordinateur,2,1220.27,453
2023-01-25,Ordinateur,2,1204.64,489
2023-05-28,Imprimante,3,242.95,148
2023-07-06,Souris,4,677.8,500
2023-10-01,Casque,3,413.96,479
2023-09-30,Clavier,1,1124.49,363
2023-04-27,Ordinateur,2,1110.72,67
2023-02-03,Souris,2,783.93,337
2023-01-21,Smartphone,4,1428.25,181
2023-01-12,Ordinateur,1,355.53,144
2023-11-11,Casque,3,1167.9,11
2023-04-22,Casque,1,974.77,62
2023-10-27,Écran,1,1166.58,82
2023-08-29,Ordinateur,2,1437.83,54
2023-09-28,Clavier,2,948.86,194
2023-11-07,Souris,3,765.09,462
2023-01-06,Imprimante,2,1229.52,228
2023-02-27,Ordinateur,3,213.89,157
2023-06-19,Ordinateur,2,209.36,144
2023-06-13,Smartphone,1,483.03,392
2023-02-10,Casque,4,1231.79,44
2023-09-02,Écran,3,31.69,268
2023-10-13,Clavier,3,158.78,325
2023-11-12,Casque,2,759.25,305
2023-02-25,Clavier,1,383.56,466
2023-11-29,Ordinateur,1,212.19,424
2023-06-06,Clavier,2,571.41,110
2023-05-27,Écran,3,386.38,375
2023-01-17,Casque,1,1439.74,309
2023-03-31,Écran,1,1257.36,73
2023-10-13,Casque,4,1292.09,498
2023-06-01,Clavier,4,510.06,100
2023-12-12,Casque,3,339.38,363
2023-08-23,Clavier,2,1256.33,253
2023-02-21,Smartphone,4,910.17,288
2023-12-28,Clavier,2,157.91,125
2023-06-29,Ordinateur,2,111.25,203
2023-02-12,Smartphone,1,886.82,283
2023-10-17,Imprimante,4,876.58,500
2023-10-30,Imprimante,4,959.41,204
2023-11-17,Imprimante,1,1236.89,76
2023-10-09,Écran,2,798.8,489
2023-06-09,Smartphone,4,1188.71,268
2023-07-22,Imprimante,4,1088.63,380
2023-08-13,Imprimante,3,486.32,494
2023-05-10,Écran,4,1167.67,18
2023-07-04,Souris,4,22.23,289
2023-04-12,Imprimante,2,611.97,250
2023-12-02,Imprimante,4,161.38,389
2023-03-29,Smartphone,4,700.62,480
2023-06-25,Souris,1,886.73,317
2023-09-03,Clavier,4,372.46,4
2023-01-01,Imprimante,3,1242.83,301
2023-07-09,Smartphone,1,325.26,259
2023-08-10,Imprimante,4,845.34,109
2023-01-14,Clavier,2,1344.18,1
2023-12-04,Clavier,4,347.98,294
2023-04-03,Smartphone,3,1495.97,423
2023-03-18,Casque,1,1136.08,225
2023-08-14,Souris,1,1459.75,2
